STUDENTID,V1,VH098810,VH098519,VH098808,VH139047,VH098759,VH098740,VH134366,VH098753,VH134387,VH098783,BlockRev,VH098812,VH139196,VH134373,VH098839,VH098597,VH098556,VH098522,VH098779,VH098834,Average,Total,Label
2333298547,13,22,33,110,168,69,34,91,184,22,92,7,60,49,35,27,16,9,2,2,7,50.10,17.53,FALSE
2333298890,14,53,125,193,115,386,60,338,69,93,55,,7,135,9,54,2,3,,4,11,90.84,28.77,FALSE
2333298971,14,19,41,108,232,99,79,209,106,100,69,4,69,38,147,44,67,12,46,43,41,75.57,26.45,TRUE
2333299063,9,15,45,115,66,172,52,144,93,67,116,66,67,150,120,62,25,55,30,43,71,75.38,26.38,TRUE
2333299179,8,130,97,107,169,108,75,207,114,105,156,,63,42,93,48,39,33,5,13,3,80.75,26.92,TRUE
2333300011,3,14,4,5,60,8,11,70,21,9,4,3,5,72,5,2,4,12,4,5,12,15.86,5.55,FALSE
2333300347,17,65,277,170,421,147,52,91,77,103,13,,18,9,99,68,1,,99,1,1,91.00,28.82,TRUE
2333300517,7,21,64,107,494,57,51,241,92,135,80,,70,50,16,25,25,13,27,29,28,81.60,27.20,FALSE
2333300673,14,35,90,104,107,131,69,151,91,164,63,7,39,66,108,76,51,27,133,15,106,78.43,27.45,TRUE
2333300860,21,30,74,71,121,113,21,138,162,217,73,,176,250,106,79,4,,,,,103.50,27.60,FALSE
2333300924,26,19,54,42,17,45,34,106,85,56,138,9,55,17,76,34,10,14,12,10,17,41.71,14.60,FALSE
2333301114,9,22,69,84,68,222,39,113,77,193,44,17,63,60,305,102,28,19,53,29,57,79.67,27.88,TRUE
2333301521,4,17,52,96,101,76,36,143,50,81,59,14,49,44,171,7,62,18,31,20,33,55.43,19.40,FALSE
2333301629,25,34,122,58,84,197,21,283,75,39,22,32,18,66,90,83,59,19,59,38,15,68.52,23.98,FALSE
2333301700,8,13,68,26,77,85,50,104,52,126,35,9,55,92,159,144,22,23,41,63,26,60.86,21.30,FALSE
2333301785,7,31,98,30,120,139,94,118,88,77,33,5,104,112,118,13,40,37,155,58,190,79.38,27.78,FALSE
2333301815,,19,78,128,129,202,71,87,86,23,48,1,106,71,205,177,27,25,87,49,78,84.85,28.28,FALSE
2333301963,12,36,60,162,135,172,76,87,88,65,84,20,72,56,117,87,65,32,45,56,32,74.24,25.98,TRUE
2333302030,12,29,36,235,118,151,52,121,96,69,83,41,78,67,113,54,63,59,157,44,63,82.90,29.02,TRUE
2333302374,16,20,103,109,276,85,135,300,40,118,114,11,95,38,20,48,31,12,48,44,22,80.24,28.08,TRUE
2333302463,5,25,116,130,74,62,36,128,188,24,328,,120,125,270,111,,,,,,116.13,29.03,TRUE
2333302901,5,27,109,108,436,145,93,305,208,76,29,,,,,,,,,,,140.09,25.68,TRUE
2333303150,12,16,132,54,65,239,47,65,88,185,57,2,54,43,351,293,33,28,,3,,93.00,29.45,TRUE
2333303231,22,59,149,238,386,42,44,278,37,189,118,,69,65,,,,,,,,130.46,28.27,TRUE
2333303311,11,25,16,26,73,17,21,81,25,12,25,3,47,72,35,64,45,18,29,15,31,32.90,11.52,FALSE
2333303664,12,21,50,68,157,124,29,93,36,43,89,69,51,58,261,94,91,41,253,26,103,84.24,29.48,FALSE
2333304172,22,15,105,190,148,330,131,242,100,92,163,3,7,77,87,3,5,6,6,5,5,82.95,29.03,TRUE
2333304458,30,48,86,99,106,143,51,98,60,108,60,12,44,70,157,68,69,27,80,54,55,72.62,25.42,TRUE
2333304466,4,30,127,67,159,36,73,202,105,12,19,30,22,60,97,5,14,12,12,11,6,52.52,18.38,FALSE
2333305012,9,48,50,171,328,210,125,73,23,80,262,,57,39,219,81,,,,,,118.33,29.58,TRUE
2333305951,21,37,174,75,239,69,60,173,151,33,197,,83,94,200,59,91,8,,,,103.76,29.40,TRUE
2333306141,12,27,105,118,144,137,78,218,151,45,65,23,131,111,83,50,29,18,17,16,44,77.24,27.03,FALSE
2333306159,10,19,31,29,40,56,61,61,62,331,24,13,38,82,118,36,19,14,36,7,26,53.00,18.55,FALSE
2333306566,12,33,80,94,210,91,37,187,87,38,128,2,80,57,85,66,46,27,164,26,83,77.76,27.22,TRUE
2333307155,12,23,60,97,226,343,31,189,178,130,190,,173,128,,,,,,,,136.92,29.67,TRUE
2333307490,14,32,68,105,61,106,49,104,94,100,68,4,63,61,84,101,50,108,107,27,80,70.76,24.77,TRUE
2333307759,3,19,61,25,111,39,145,249,28,10,43,2,52,58,8,97,4,90,7,19,18,51.81,18.13,FALSE
2333308097,15,30,49,114,37,110,46,77,198,80,94,12,59,62,169,200,25,24,148,52,45,78.38,27.43,TRUE
2333308101,6,37,45,56,125,128,40,88,35,60,48,7,153,116,91,109,27,18,250,30,43,72.00,25.20,TRUE
2333308593,8,20,113,81,89,115,87,124,42,41,91,4,66,53,163,64,30,21,36,62,77,66.05,23.12,FALSE
2333309034,10,30,66,72,114,78,97,149,185,37,100,13,104,65,206,83,37,24,41,35,38,75.43,26.40,TRUE
2333309298,11,16,40,85,139,103,45,93,192,67,51,8,81,80,112,65,30,36,24,46,49,65.38,22.88,TRUE
2333309450,5,13,72,19,68,65,21,99,44,49,48,8,30,51,18,69,2,39,26,33,40,39.00,13.65,FALSE
2333309701,4,23,105,53,72,111,46,175,140,49,30,8,105,111,224,55,48,55,59,69,37,75.19,26.32,TRUE
2333309794,12,46,64,64,92,157,35,178,54,37,46,1,48,52,72,83,26,25,4,31,42,55.67,19.48,FALSE
2333310202,24,32,43,19,60,76,37,328,80,54,151,287,64,124,49,122,54,54,9,6,16,80.43,28.15,FALSE
2333310237,6,13,29,36,20,74,39,53,94,73,25,2,25,41,156,55,16,21,13,9,34,39.71,13.90,FALSE
2333310253,11,12,32,12,45,90,44,42,114,13,27,4,34,42,112,61,81,16,32,26,61,43.38,15.18,TRUE
2333310300,8,14,96,27,148,70,35,195,136,68,31,1,38,76,142,52,38,29,32,31,61,63.24,22.13,FALSE
2333310318,11,41,89,229,120,141,19,148,103,168,45,,36,127,70,107,35,10,39,52,2,79.60,26.53,TRUE
2333310571,6,16,144,38,192,129,25,71,140,40,42,4,87,119,168,55,77,34,62,31,92,74.86,26.20,FALSE
2333310644,10,43,91,151,147,241,67,206,184,53,138,,39,86,15,33,15,26,22,19,13,79.95,26.65,TRUE
2333310911,11,20,81,16,128,32,50,136,83,46,48,4,15,49,68,71,142,12,42,30,26,52.86,18.50,TRUE
2333311250,12,18,36,117,56,115,46,59,148,47,47,16,106,53,232,163,45,44,265,18,110,83.48,29.22,TRUE
2333312353,6,11,44,16,124,39,31,119,48,91,82,7,23,195,23,45,36,13,19,58,51,51.48,18.02,FALSE
2333312621,15,20,186,57,54,49,51,124,192,50,44,12,99,212,140,41,59,52,169,19,37,80.10,28.03,FALSE
2333313031,11,42,43,83,123,84,64,166,177,159,180,3,109,97,84,93,51,35,44,28,92,84.19,29.47,TRUE
2333313821,22,24,41,53,43,181,49,73,133,92,117,24,60,76,105,100,48,23,84,22,101,70.05,24.52,TRUE
2333314135,5,19,42,80,186,41,39,60,29,14,45,56,279,247,319,45,20,12,18,19,69,78.29,27.40,TRUE
2333314224,26,28,159,311,117,206,65,8,118,187,162,,43,110,82,2,,,2,,,101.63,27.10,TRUE
2333314631,3,37,31,32,259,161,96,130,172,30,55,3,265,42,64,37,44,41,142,60,43,83.19,29.12,FALSE
2333314828,7,65,27,92,98,88,77,84,40,71,104,1,65,42,96,69,28,28,72,59,84,61.76,21.62,FALSE
2333315247,11,74,183,56,149,61,446,261,120,90,86,,19,104,13,9,26,5,,10,1,90.74,28.73,FALSE
2333315263,6,77,87,174,52,71,99,308,160,138,126,,329,84,58,,,,,,,126.36,29.48,FALSE
2333315328,16,25,51,121,43,135,87,118,111,59,106,10,81,164,137,70,50,139,38,30,71,79.14,27.70,TRUE
2333315425,9,22,102,64,75,73,55,86,168,26,113,14,34,51,197,48,30,19,140,21,31,65.62,22.97,TRUE
2333315514,7,17,39,157,64,102,56,65,315,53,45,15,41,140,50,63,13,14,21,22,65,64.95,22.73,TRUE
2333316511,8,15,92,102,69,83,57,114,89,37,60,4,52,74,33,31,17,17,61,22,77,53.05,18.57,FALSE
2333316774,5,63,186,53,167,155,100,50,124,49,57,2,63,144,90,116,45,29,74,59,104,82.62,28.92,FALSE
2333317029,29,32,34,35,38,39,66,49,52,111,70,3,8,913,9,116,6,23,6,6,15,79.05,27.67,FALSE
2333317126,7,24,97,43,233,241,52,169,166,94,84,,111,81,14,18,119,,,,,97.06,25.88,TRUE
2333317371,5,15,61,105,537,59,34,131,67,46,84,23,76,81,43,26,31,13,30,3,49,72.33,25.32,TRUE
2333317461,7,18,64,48,113,100,28,159,86,43,74,9,69,69,78,92,31,41,50,59,40,60.86,21.30,FALSE
2333317631,2,24,60,47,74,33,39,100,33,33,53,2,27,38,99,36,18,12,133,14,37,43.52,15.23,TRUE
2333318122,3,19,52,435,295,169,38,151,150,76,132,,26,133,71,,,,,,,125.00,29.17,TRUE
2333318220,10,23,104,170,251,157,70,184,35,31,18,9,73,132,104,72,32,15,25,17,14,73.62,25.77,TRUE
2333318742,4,28,48,43,74,62,32,156,67,44,97,5,91,183,85,69,90,25,84,62,92,68.62,24.02,TRUE
2333318963,5,21,81,58,29,92,40,86,124,69,136,8,86,74,99,61,57,11,47,19,75,60.86,21.30,TRUE
2333319269,18,27,58,54,153,293,13,68,79,57,47,10,72,117,43,51,8,18,11,31,11,59.00,20.65,FALSE
2333319455,7,35,154,71,198,117,123,114,134,30,144,,299,139,36,133,,,,,,115.60,28.90,FALSE
2333321115,11,15,95,60,205,89,43,211,200,26,64,19,31,142,146,41,50,23,149,30,37,80.33,28.12,TRUE
2333321301,6,38,158,122,275,106,200,181,150,7,42,,73,21,90,44,60,27,8,61,61,86.50,28.83,FALSE
2333322499,7,16,44,72,79,94,42,81,135,61,91,4,79,40,154,97,143,31,45,52,70,68.43,23.95,TRUE
2333322596,4,9,154,27,56,120,25,95,86,74,148,81,115,54,72,153,42,21,77,17,83,72.05,25.22,FALSE
2333322804,13,22,15,27,108,68,17,51,13,13,75,259,4,42,12,7,7,4,81,63,3,43.05,15.07,FALSE
2333323096,8,26,51,86,85,76,36,141,111,89,64,9,52,83,141,54,62,17,98,31,44,64.95,22.73,TRUE
2333323118,5,21,147,28,257,100,46,150,79,143,86,7,36,75,79,69,47,12,74,20,31,72.00,25.20,TRUE
2333323509,16,20,46,45,76,72,23,69,90,40,84,10,41,78,40,63,36,31,62,18,32,47.24,16.53,FALSE
2333324602,12,20,54,93,82,207,87,210,174,115,80,,127,116,213,,,,,,,113.57,26.50,TRUE
2333324637,7,21,74,75,58,161,72,145,129,46,92,15,76,69,139,53,19,20,217,59,57,76.38,26.73,TRUE
2333324734,14,33,99,24,122,40,50,296,115,105,107,11,66,92,98,30,10,32,11,16,29,66.67,23.33,FALSE
2333324793,31,41,63,149,114,232,50,104,161,25,81,11,59,91,48,65,21,24,53,21,70,72.10,25.23,TRUE
2333324971,4,48,87,203,594,84,48,334,185,,,,,,,,,,,,,176.33,26.45,TRUE
2333325226,14,37,40,85,92,258,34,116,112,91,113,,64,131,185,104,31,33,5,26,30,80.05,26.68,TRUE
2333325480,11,11,53,79,134,133,49,99,88,23,44,8,88,49,80,66,34,52,69,23,62,59.76,20.92,FALSE
2333325633,12,30,194,142,42,123,42,105,61,79,40,15,43,64,141,123,42,27,38,54,69,70.76,24.77,TRUE
2333325820,10,19,79,138,109,105,44,180,155,87,58,26,57,118,167,100,24,18,133,33,82,82.95,29.03,TRUE
2333325927,14,45,114,236,48,188,51,233,129,174,132,,109,102,,,,,,,,121.15,26.25,TRUE
2333326141,8,11,80,105,191,114,88,391,254,91,26,2,107,87,16,41,83,10,8,12,17,82.95,29.03,TRUE
2333327083,8,61,60,63,51,151,32,139,112,82,96,4,117,67,120,118,58,12,95,86,65,76.05,26.62,TRUE
2333327130,5,15,51,76,38,70,37,101,97,45,50,2,66,70,90,16,42,26,85,15,37,49.24,17.23,TRUE
2333327245,7,39,131,87,122,75,61,259,132,73,83,,174,102,73,60,45,126,21,12,4,84.30,28.10,FALSE
2333327334,11,29,125,59,141,99,47,120,100,22,122,4,58,57,104,78,113,24,108,29,112,74.38,26.03,TRUE
2333327938,4,19,140,130,60,80,21,145,67,76,76,10,36,51,115,46,58,9,54,28,41,60.29,21.10,TRUE
2333328128,19,41,41,54,156,21,35,172,99,26,43,5,33,41,63,54,23,26,12,19,19,47.71,16.70,FALSE
2333328331,18,39,73,54,77,81,63,99,110,53,53,13,78,66,141,58,72,16,97,20,76,64.62,22.62,TRUE
2333328713,10,21,20,13,141,138,21,74,241,110,122,,89,65,148,371,38,24,55,32,33,88.30,29.43,TRUE
2333329035,4,27,86,61,176,152,76,172,567,64,117,,82,63,87,23,,,,,,117.13,29.28,TRUE
2333329078,18,27,125,174,190,197,79,487,393,62,,,,,,,,,,,,175.20,29.20,TRUE
2333329132,15,17,34,89,51,216,76,175,127,104,44,13,44,179,223,94,34,23,104,19,26,81.29,28.45,TRUE
2333329221,20,32,52,101,72,85,45,157,127,72,82,8,155,158,343,61,27,31,36,20,41,82.14,28.75,TRUE
2333329728,19,30,89,22,192,61,61,111,287,166,601,9,2,28,7,3,4,2,13,3,4,81.62,28.57,FALSE
2333329884,19,23,20,53,65,32,59,88,21,58,108,3,90,217,88,22,29,34,27,58,40,54.95,19.23,FALSE
2333329922,8,31,149,35,74,156,17,114,97,95,70,11,40,129,88,35,58,55,120,31,69,70.57,24.70,TRUE
2333329981,6,58,141,36,368,124,34,84,60,18,30,4,16,68,63,45,23,14,265,13,71,73.38,25.68,FALSE
2333329990,10,28,129,83,96,173,38,155,57,31,96,48,53,53,89,101,45,45,42,16,34,67.71,23.70,FALSE
2333330165,14,64,138,90,148,191,117,677,62,71,15,6,20,22,,,,,91,,,115.07,28.77,FALSE
2333330238,13,15,56,67,96,49,56,153,58,40,103,26,57,100,106,62,116,14,23,25,35,60.48,21.17,TRUE
2333330424,3,11,104,47,219,120,33,120,77,29,91,5,65,109,48,120,43,18,38,68,67,68.33,23.92,TRUE
2333330513,5,15,45,71,37,32,48,231,49,84,152,2,104,110,112,58,99,47,87,43,47,70.38,24.63,TRUE
2333330581,7,33,79,179,235,166,94,214,103,52,83,3,181,73,29,49,41,,,,,95.35,27.02,TRUE
2333330777,5,16,65,56,111,103,19,47,106,79,53,9,44,56,166,42,22,10,35,10,83,54.14,18.95,FALSE
2333330785,5,9,44,24,113,71,28,39,134,53,32,4,38,57,75,23,25,41,61,21,43,44.76,15.67,FALSE
2333330831,9,37,106,77,173,91,50,134,221,82,55,3,142,130,59,4,27,14,80,28,41,74.43,26.05,TRUE
2333331081,3,69,6,2,11,2,7,51,34,7,7,4,2,10,14,7,6,6,1,2,1,12.00,4.20,FALSE
2333331421,9,26,177,143,109,191,58,168,363,24,82,,79,99,207,27,,,,,,117.47,29.37,FALSE
2333331439,10,12,53,117,42,74,64,55,85,106,50,16,50,71,104,54,33,17,81,27,41,55.33,19.37,TRUE
2333331536,31,47,50,157,154,52,110,695,99,264,4,,,,,,,,3,,2,128.31,27.80,FALSE
2333332206,6,20,145,117,64,115,37,147,107,40,45,,169,128,197,76,151,37,55,19,63,86.90,28.97,TRUE
2333332303,5,20,47,64,72,148,44,48,68,152,106,52,114,72,165,79,64,17,39,30,47,69.19,24.22,FALSE
2333332559,4,20,46,50,45,55,18,60,65,45,73,3,58,55,161,63,44,29,143,22,31,51.90,18.17,FALSE
2333332711,13,47,123,164,118,96,86,136,142,208,64,7,116,92,82,72,39,11,34,50,29,82.33,28.82,FALSE
2333332800,15,73,119,122,78,137,36,225,190,8,97,8,48,36,74,66,76,21,26,60,32,73.67,25.78,FALSE
2333332974,254,99,83,207,58,160,32,123,70,26,92,5,59,140,79,27,3,3,52,34,14,77.14,27.00,TRUE
2333333148,16,29,99,148,132,50,48,168,114,93,97,,83,62,240,124,97,22,28,61,43,87.70,29.23,TRUE
2333333253,11,24,89,68,49,116,143,98,147,55,67,,183,123,354,147,62,10,,14,,97.78,29.33,FALSE
2333333555,8,23,46,51,63,79,32,42,36,85,43,3,74,72,53,42,29,18,74,22,88,46.81,16.38,TRUE
2333336198,25,14,220,374,143,198,116,112,61,88,65,,65,84,31,69,29,24,,39,1,92.53,29.30,TRUE
2333336457,10,19,91,39,41,156,35,99,159,68,63,3,53,102,188,54,41,5,95,55,10,66.00,23.10,TRUE
2333336465,10,20,54,55,275,175,68,85,302,18,206,,133,90,176,70,,,,,,115.80,28.95,FALSE
2333336481,7,23,55,62,103,18,43,125,9,24,62,8,44,52,29,95,24,16,52,28,4,42.05,14.72,FALSE
2333336554,10,37,48,104,69,116,74,139,76,63,75,11,67,139,104,88,31,40,344,47,57,82.81,28.98,TRUE
2333336805,10,11,30,79,146,48,74,189,341,31,34,10,36,32,63,114,88,7,43,10,34,68.10,23.83,FALSE
2333336899,54,90,69,92,110,137,97,316,98,80,208,,110,108,18,118,23,41,,,,104.06,29.48,TRUE
2333337836,5,15,30,39,51,98,42,80,50,49,166,3,78,89,102,74,32,38,83,34,129,61.29,21.45,TRUE
2333337992,7,13,153,57,374,188,74,180,256,172,93,,78,123,,,,,,,,136.00,29.47,TRUE
2333338255,6,13,90,109,70,28,57,152,46,44,53,2,105,117,51,18,35,240,155,83,90,74.48,26.07,FALSE
2333339286,10,27,27,108,131,119,81,92,114,31,95,11,95,42,51,75,50,35,46,62,47,64.24,22.48,TRUE
2333339375,18,19,100,47,187,123,33,204,27,34,47,4,13,34,37,41,5,14,13,13,40,50.14,17.55,FALSE
2333339537,5,26,90,71,63,210,27,118,79,58,88,11,61,40,370,37,46,18,153,23,44,78.00,27.30,TRUE
2333339596,10,59,45,64,74,129,107,83,130,166,40,23,97,103,139,108,52,138,71,26,77,82.90,29.02,TRUE
2333339944,9,22,45,198,52,203,249,93,275,133,201,,93,52,84,33,5,,,,,109.19,29.12,FALSE
2333340225,18,54,121,147,140,116,87,306,109,54,323,,105,164,13,,,,,,,125.50,29.28,TRUE
2333340471,12,15,19,136,129,47,57,187,77,15,17,2,11,118,77,33,6,74,24,27,67,54.76,19.17,FALSE
2333340543,12,19,54,51,83,86,55,61,57,52,44,13,73,59,133,44,42,35,43,25,74,53.10,18.58,TRUE
2333340888,2,29,36,54,115,188,160,186,231,68,60,4,71,112,97,59,62,21,33,17,47,78.67,27.53,TRUE
2333341396,12,25,223,124,199,232,47,208,52,20,86,,10,190,7,78,27,85,,104,40,93.11,29.48,FALSE
2333342678,7,14,39,110,50,133,29,68,179,116,126,1,36,161,125,110,26,10,76,30,220,79.33,27.77,FALSE
2333343020,4,9,36,41,50,57,28,121,49,56,61,4,95,43,65,64,58,7,95,19,19,46.71,16.35,FALSE
2333343046,4,11,227,59,74,74,29,125,48,65,29,2,31,25,175,92,27,11,56,10,59,58.71,20.55,FALSE
2333343437,13,36,51,21,80,180,44,96,152,86,73,4,146,106,101,69,49,46,43,16,111,72.52,25.38,TRUE
2333344123,11,20,89,50,52,223,55,117,244,51,131,,110,133,145,95,56,18,7,51,60,85.90,28.63,TRUE
2333344476,16,25,43,100,200,75,59,84,39,77,62,10,72,105,127,83,93,37,136,50,75,74.67,26.13,TRUE
2333344484,12,23,30,53,37,42,51,117,71,74,68,11,42,90,97,86,25,24,33,24,53,50.62,17.72,TRUE
2333344824,10,36,19,171,105,241,58,292,171,37,124,10,89,78,85,55,23,15,16,14,65,81.62,28.57,FALSE
2333346762,8,23,103,75,87,117,41,77,75,41,77,9,67,94,55,47,42,23,64,12,39,56.00,19.60,TRUE
2333346851,8,8,57,101,37,221,64,67,32,147,127,11,132,109,80,75,78,13,14,12,98,71.00,24.85,TRUE
2333346924,9,13,61,130,129,275,36,151,76,91,133,11,93,80,83,82,70,9,28,19,43,77.24,27.03,TRUE
2333347017,9,75,126,127,68,58,57,52,33,27,87,8,79,115,158,83,90,23,46,34,23,65.62,22.97,FALSE
2333347203,9,33,69,71,463,143,14,125,43,56,64,41,73,109,105,76,49,58,91,36,35,83.95,29.38,TRUE
2333347521,9,19,86,66,79,61,90,251,33,103,98,6,32,148,197,61,29,36,58,31,49,73.43,25.70,TRUE
2333347548,13,34,64,114,84,123,41,105,141,210,112,,70,209,206,110,72,28,,17,1,92.32,29.23,TRUE
2333348145,3,10,157,57,94,140,42,164,89,98,65,3,61,47,80,55,33,31,63,27,49,65.14,22.80,TRUE
2333348463,9,26,348,175,142,83,19,176,31,8,50,,60,72,77,194,42,,,,,94.50,25.20,TRUE
2333348552,5,15,26,138,256,59,35,113,15,25,38,6,19,66,48,37,4,26,37,15,9,47.24,16.53,FALSE
2333348650,9,11,31,62,144,66,16,124,62,48,156,5,70,114,89,40,133,16,207,82,42,72.71,25.45,TRUE
2333349842,15,34,272,88,83,132,30,161,163,115,78,14,54,94,107,64,43,17,29,22,37,78.67,27.53,TRUE
2333350263,12,26,63,88,65,175,44,120,83,85,87,13,99,82,72,85,83,41,78,26,60,70.81,24.78,TRUE
2333350514,1,4,6,4,14,5,7,47,4,22,5,1,5,16,18,3,6,4,5,4,4,8.81,3.08,FALSE
2333350590,7,15,34,66,120,81,46,57,25,28,75,5,42,33,49,86,45,21,45,37,18,44.52,15.58,FALSE
2333350859,8,36,40,153,52,76,71,127,152,42,61,6,62,73,68,41,22,22,10,16,67,57.38,20.08,TRUE
2333350956,7,20,118,290,53,103,45,158,131,65,155,5,29,56,152,71,72,16,54,37,26,79.19,27.72,TRUE
2333351049,10,24,37,100,181,121,124,83,67,135,197,2,83,17,152,117,33,30,19,15,77,77.33,27.07,TRUE
2333351103,10,26,73,82,342,156,30,134,9,142,77,59,142,59,109,85,82,12,55,15,58,83.67,29.28,TRUE
2333351201,10,30,42,71,41,102,61,92,93,47,111,4,113,124,99,119,110,25,27,31,38,66.19,23.17,FALSE
2333351367,10,25,61,29,92,358,81,92,53,75,43,3,81,127,184,63,54,85,64,22,81,80.14,28.05,FALSE
2333351448,9,15,49,59,90,108,56,175,106,82,53,6,104,98,88,88,44,15,33,122,57,69.38,24.28,TRUE
2333352045,11,13,81,110,73,113,40,88,54,60,132,4,36,58,216,90,23,13,139,34,34,67.71,23.70,TRUE
2333352398,8,16,116,114,77,77,45,139,165,23,45,2,110,71,262,27,98,20,162,81,76,82.57,28.90,TRUE
2333352738,7,35,23,34,73,108,32,64,29,33,66,7,26,48,54,25,8,14,13,12,14,34.52,12.08,FALSE
2333352827,13,25,124,111,323,166,56,141,96,49,159,,46,59,48,124,39,51,69,27,41,88.35,29.45,TRUE
2333353238,7,10,82,56,149,105,24,107,40,45,58,4,77,99,116,45,44,12,88,13,103,61.14,21.40,TRUE
2333353530,2,10,30,78,101,199,20,76,58,27,63,1,25,46,117,58,35,22,27,22,30,49.86,17.45,FALSE
2333354340,3,15,37,100,36,107,37,86,99,121,57,2,49,92,71,98,17,20,24,11,56,54.19,18.97,TRUE
2333355192,12,30,26,152,41,59,26,56,133,28,142,8,43,48,56,38,67,40,46,65,47,55.38,19.38,TRUE
2333355281,9,36,65,39,105,127,27,166,82,98,79,5,158,45,150,80,35,9,58,19,29,67.67,23.68,TRUE
2333355541,18,17,114,33,39,85,39,143,90,54,53,14,64,74,91,55,39,22,28,27,67,55.52,19.43,TRUE
2333355974,11,34,45,55,146,72,114,156,64,49,161,2,72,99,226,54,83,23,61,13,34,74.95,26.23,TRUE
2333356130,6,16,38,11,56,115,14,87,12,100,46,2,41,52,27,48,17,17,31,19,8,36.33,12.72,FALSE
2333356172,8,19,157,43,68,68,104,63,69,150,63,2,113,51,94,54,55,21,53,54,108,67.48,23.62,FALSE
2333356385,5,15,45,71,87,128,15,92,69,23,37,2,25,68,275,58,30,11,31,11,42,54.29,19.00,FALSE
2333356911,4,17,53,97,43,105,27,90,25,89,94,4,45,102,115,47,45,22,83,18,45,55.71,19.50,TRUE
2333356997,8,14,36,108,79,21,39,66,60,124,39,3,71,119,243,74,25,32,73,25,41,61.90,21.67,FALSE
2333357268,6,90,47,86,165,81,87,186,111,66,126,10,140,59,134,49,86,46,40,33,58,81.24,28.43,TRUE
2333357420,6,16,38,64,111,128,42,96,131,58,53,3,34,46,72,87,38,14,71,28,22,55.14,19.30,FALSE
2333357489,14,28,50,81,132,194,141,287,136,166,93,,238,65,41,95,8,,,,,110.56,29.48,FALSE
2333357519,7,27,47,19,46,51,26,73,85,121,224,6,172,70,76,77,21,61,63,27,65,64.95,22.73,FALSE
2333357934,4,24,18,54,38,60,15,67,54,81,93,25,28,55,89,25,27,11,16,28,31,40.14,14.05,FALSE
2333358213,4,16,51,165,63,70,42,136,181,122,111,2,48,38,91,85,45,22,20,19,259,75.71,26.50,FALSE
2333358329,10,53,205,80,57,130,76,82,116,104,185,,72,63,165,62,69,19,,29,,87.61,26.28,TRUE
2333358515,12,28,74,70,102,219,86,96,97,239,90,,81,258,92,110,27,24,,7,,95.11,28.53,TRUE
2333358621,11,28,51,105,48,133,84,122,184,140,63,13,176,112,50,41,37,33,70,32,172,81.19,28.42,FALSE
2333358817,7,17,39,77,81,256,31,130,84,126,75,13,101,97,83,72,55,31,82,13,70,73.33,25.67,TRUE
2333359465,24,55,98,77,121,132,56,138,121,42,219,4,33,65,163,62,74,42,65,34,53,79.90,27.97,TRUE
2333359554,5,17,72,62,369,237,47,162,68,20,38,4,61,55,93,22,24,23,73,7,75,73.05,25.57,TRUE
2333359627,5,27,81,157,111,162,22,93,101,113,190,2,39,29,87,52,56,13,22,26,37,67.86,23.75,FALSE
2333359902,10,15,47,71,89,135,44,129,195,180,35,,119,131,189,56,183,14,,,,96.59,27.37,FALSE
2333360854,7,16,55,51,297,39,44,157,62,85,38,6,43,115,62,48,48,15,59,10,43,61.90,21.67,TRUE
2333361079,5,17,14,82,178,97,15,135,43,69,43,3,33,93,77,76,23,37,324,13,42,67.57,23.65,FALSE
2333361168,4,22,47,18,88,15,56,239,9,32,31,7,57,120,40,72,30,14,24,35,50,48.10,16.83,TRUE
2333361320,4,15,24,27,73,27,34,41,2,13,5,9,6,6,35,3,19,12,9,28,3,18.81,6.58,FALSE
2333361516,16,51,48,235,64,95,59,65,179,69,70,10,75,63,106,40,32,16,56,10,37,66.48,23.27,TRUE
2333361605,9,13,28,47,39,86,60,56,88,242,91,12,79,59,120,88,27,32,84,21,40,62.90,22.02,TRUE
2333361770,6,18,42,48,68,104,70,92,90,43,129,21,69,64,71,65,115,18,21,30,60,59.24,20.73,FALSE
2333362521,5,9,30,61,28,86,36,69,30,39,41,1,68,80,86,49,48,24,69,31,27,43.67,15.28,FALSE
2333362709,14,17,41,55,195,86,44,195,34,23,65,10,65,67,72,44,46,56,158,41,170,71.33,24.97,TRUE
2333362865,9,17,14,29,118,62,25,48,42,37,33,2,67,34,98,48,25,15,311,10,58,52.48,18.37,FALSE
2333363110,8,13,107,52,155,225,39,111,58,52,106,3,72,106,170,61,19,14,119,21,75,75.52,26.43,TRUE
2333363390,4,19,60,120,60,61,19,105,49,18,76,1,69,116,66,44,33,77,21,45,57,53.33,18.67,FALSE
2333363497,10,10,42,17,126,112,51,125,104,50,84,7,70,118,76,95,41,27,123,19,105,67.24,23.53,TRUE
2333363641,15,13,54,86,156,93,101,209,149,124,227,7,73,223,43,39,41,23,17,15,15,82.05,28.72,TRUE
2333365244,19,18,30,53,139,49,87,310,112,36,57,3,78,74,30,69,52,23,64,21,76,66.67,23.33,TRUE
2333365431,8,25,66,98,157,82,78,115,43,27,75,3,34,36,157,92,58,60,84,112,79,70.90,24.82,TRUE
2333365848,15,29,53,144,79,216,62,85,168,77,46,7,98,53,115,66,102,36,53,41,51,76.00,26.60,TRUE
2333365945,9,23,76,83,123,244,30,152,72,61,133,8,61,67,49,90,51,38,79,26,53,72.76,25.47,TRUE
